epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.48399999737739563,0.48080798983573914,0.0010000000474974513,0.9352478981018066,0.4793814420700073,0.3720000088214874,0.5699999928474426,0.6857000589370728,0.6906590461730957,0.75,0.20999999344348907
